* Measurement data measured by REW V5.20.13
* Source: Trace Arithmetic result A * B
* Format: Trace Arithmetic result A * B
* Dated: Jan 31, 2023 1:38:12 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: Trace Arithmetic A times B A = 1/A B = Listener DF Target
* Measurement: A times B
* Smoothing: 1/48 octave
* Frequency Step: 1/48 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz)	SPL(dB)
8250.000000	90.188
8380.000000	90.161
8500.000000	90.117
8620.000000	90.056
8750.000000	89.969
8850.000000	89.887
9000.000000	89.742
9120.000000	89.607
9250.000000	89.444
9380.000000	89.268
9500.000000	89.096
9620.000000	88.919
9750.000000	88.723
9880.000000	88.528
10000.000000	88.352
10150.000000	88.141
10300.000000	87.939
10440.000000	87.759
10600.000000	87.563
10750.000000	87.385
10900.000000	87.209
11060.000000	87.023
11200.000000	86.863
11380.000000	86.654
11500.000000	86.514
11720.000000	86.256
11800.000000	86.162
12060.000000	85.854
12200.000000	85.689
12410.000000	85.444
12500.000000	85.339
12650.000000	85.165
12800.000000	84.991
13150.000000	84.589
13200.000000	84.532
13400.000000	84.296
13600.000000	84.055
13800.000000	83.809
14000.000000	83.555
14300.000000	83.161
14500.000000	82.889
14750.000000	82.541
15000.000000	82.187
15250.000000	81.831
15500.000000	81.477
15750.000000	81.130
16000.000000	80.794
16250.000000	80.472
16500.000000	80.162
16750.000000	79.861
17000.000000	79.566
17250.000000	79.269
17500.000000	78.969
17750.000000	78.657
18000.000000	78.331
18250.000000	77.986
18500.000000	77.615
18750.000000	77.210
19000.000000	76.758
19250.000000	76.244
19500.000000	75.649
19750.000000	74.967
20000.000000	74.285
